Seed,DilutionRate,Species_ID,CUE,C_final
51,0.001,83,0.16200787788066703,4.767468624165165e-13
51,0.001,84,0.154200097186595,1.0323315225200897e-13
51,0.001,85,0.11504684670125663,1.0750931395827667e-16
51,0.001,86,0.044882453550124955,9.075770018139114e-25
51,0.001,87,0.061793136441007965,3.2107191599241544e-22
51,0.001,88,0.12638249774734897,2.0543531387251217e-15
51,0.001,89,-0.16898299299048264,1.1934974568322845e-41
51,0.001,90,0.25043705649033193,0.17734574950502055
51,0.001,91,0.11915520838974106,3.773673088038277e-17
51,0.001,92,0.17665314553208997,9.308824904037553e-11
51,0.001,93,0.1571698781173302,5.79164584885561e-13
51,0.001,94,0.21470352146219993,0.00036546391290597586
51,0.001,95,0.22420446330018395,0.0004179856056333699
51,0.001,96,0.14992681819244605,4.780196923755207e-11
51,0.001,97,0.20391307709825768,1.396154912544779e-05
51,0.001,98,0.16198556961849814,1.1288576512297291e-10
51,0.001,99,0.2162614784802809,0.00015312901346580335
51,0.001,100,0.14399703537392888,1.5557202678905638e-13
52,0.001,1,0.14813236538069005,5.928487837757717e-14
52,0.001,2,0.08952040519660248,6.41140910743441e-21
52,0.001,3,0.08220068139390228,4.657119764525006e-22
52,0.001,4,0.26011960539237217,4.782616436113956
52,0.001,5,0.1615405349916555,4.420662376183711e-15
52,0.001,6,0.2409127238945195,0.019223013207240305
52,0.001,7,0.17121126749276538,5.872588823345957e-12
52,0.001,8,0.07911246110888645,4.108923812870168e-24
52,0.001,9,0.2136077958441239,7.997380314739972e-07
52,0.001,10,0.21685019344612602,2.1967541579583685e-05
52,0.001,11,0.13478988736945122,4.708029185896933e-17
52,0.001,12,0.21784754946805582,7.979186243135168e-06
