Species,Community,r,CUE,α_1,α_2,α_3,α_4,α_5,α_6,α_7,α_8,α_9,α_10,α_11,α_12,α_13,α_14,α_15,α_16,α_17,α_18,α_19,α_20,α_21,α_22,α_23,α_24,α_25,α_26,α_27,α_28,α_29,α_30,α_31,α_32,α_33,α_34,α_35,α_36,α_37,α_38,α_39,α_40,α_41,α_42,α_43,α_44,α_45,α_46,α_47,α_48,α_49,α_50,α_51,α_52,α_53,α_54,α_55,α_56,α_57,α_58,α_59,α_60,α_61,α_62,α_63,α_64,α_65,α_66,α_67,α_68,α_69,α_70,α_71,α_72,α_73,α_74,α_75,α_76,α_77,α_78,α_79,α_80,α_81,α_82,α_83,α_84,α_85,α_86,α_87,α_88,α_89,α_90,α_91,α_92,α_93,α_94,α_95,α_96,α_97,α_98,α_99,α_100,α_101,α_102,α_103,α_104,α_105,α_106,α_107,α_108,α_109,α_110,α_111,α_112,α_113,α_114,α_115,α_116,α_117,α_118,α_119,α_120,α_121,α_122,α_123,α_124,α_125,α_126,α_127,α_128,α_129,α_130,α_131,α_132,α_133,α_134,α_135,α_136,α_137,α_138,α_139,α_140,α_141,α_142,α_143,α_144,α_145,α_146,α_147,α_148,α_149,α_150,α_151,α_152,α_153,α_154,α_155,α_156,α_157,α_158,α_159,α_160,α_161,α_162,α_163,α_164,α_165,α_166,α_167,α_168,α_169,α_170,α_171,α_172,α_173,α_174,α_175,α_176,α_177,α_178,α_179,α_180,α_181,α_182,α_183,α_184,α_185,α_186,α_187,α_188,α_189,α_190,α_191,α_192,α_193,α_194,α_195,α_196,α_197,α_198,α_199,α_200
c618,1,0.9794904164508251,0.6001714525643237,-0.4212697437866789,-0.377880223085618,-0.3140632106458627,-0.42789895727796246,-0.43134250154906056,-0.23820336931566433,-0.44378129319987514,-0.4350425309094779,-0.3689782630839596,-0.17701742939527262,-0.41558892008453413,-0.5884682778632526,-0.4775877702572825,-0.4239462113928858,-0.4078937626450817,-0.44312585031944,-0.6367593245895355,-0.37675168378509166,-0.255124986916776,-0.6403287982270461,-0.38537996158762644,-0.6443635853350753,-0.41564519063303546,-0.335322897133766,-0.4302183518132505,-0.32307375811656297,-0.4351406973066598,-0.37828681037851575,-0.12727478982395882,-0.6090424908120259,-0.2201947988265531,-0.39345114070829934,-0.4097661690115566,-0.40768614793462643,-0.5224884362999215,-0.3758130563813109,-0.18366505092663224,-0.5139491895903072,-0.24234019681408603,-0.5856572228835504,-0.33532317402481254,-0.5076375134788051,-0.3749679632881056,-0.4161218588693092,-0.36835427531530057,-0.5593145960475655,-0.20184263499990457,-0.41723798025509057,-0.4922411125747128,-0.2979854635675681,-0.36327312426365854,-0.3361020466585468,-0.3703192446952631,-0.28524025295728744,-0.6307450081726849,-0.37922331081331967,-0.3884323447726255,-0.475337218229236,-0.4120634135532735,-0.3618916912950616,-0.21165706722857325,-0.3022476946008654,-0.38030496173117734,-0.3872370222179854,-0.670897622174906,-0.41898279793148074,-0.37484777007503983,-0.29519825749697526,-0.3730054662821117,-0.563154088069185,-0.1753640133704312,-0.17237862242723395,-0.1529083326060687,-0.4025271978276978,-0.41460406115545506,-0.3789401892510308,-0.6254589782379876,-0.6218696488960962,-0.5972756813520324,-0.657076316363799,-0.4769209707009526,-0.19602523816934886,-0.2898989205213016,-0.42433801522936376,-0.40972694125506415,-0.37571058784057537,-0.40474270421045183,-0.4008334018880462,-0.5752715293454121,-0.12014435223126568,-0.16076703517774768,-0.6148945623343595,-0.36859279968536773,-0.2701464077719795,-0.3901479621182543,-0.41181609224321075,-0.43532837994738494,-0.2424246259920015,-0.4184879513625721,-0.37107602021045155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c433,1,0.9427495566788756,0.5908008496225728,-0.19984886931960266,-0.5019691410878115,-0.5673614778940492,-0.17785133535507536,-0.4177723201998808,-0.4385391228635708,-0.5078517340639888,-0.6018524898035391,-0.1942534109200021,-0.3895973903079278,-0.15914651029113447,-0.20158683703067695,-0.33184783831018,-0.1954906782766117,-0.22336671502267622,-0.19667440990160534,-0.20228101685269118,-0.45258373047659506,-0.3810670987516066,-0.22224481886783407,-0.153110330686655,-0.1690960563281106,-0.5476055321509391,-0.3452740002488255,-0.3422867502875845,-0.3044938095487575,-0.1480127837576043,-0.16556537857079065,-0.37100251795560063,-0.23368306960718493,-0.3639377688966297,-0.6558584139597541,-0.3559613813637869,-0.6292540467982606,-0.375343057175353,-0.5769240007533658,-0.38162370004502666,-0.5123642997633934,-0.5066789041260741,-0.23700627203947966,-0.4118951238598798,-0.2532286987666243,-0.35972077844849126,-0.48961669063122026,-0.3976715079067191,-0.23801572814181096,-0.4020035641446176,-0.17563059560001598,-0.2826780483969579,-0.418482376020896,-0.3759847335343681,-0.41848458959064283,-0.6027662780481976,-0.49052406855332353,-0.20092525448843906,-0.2175350080509788,-0.14655141157057586,-0.45301586899988533,-0.22322352965837203,-0.43384069480046844,-0.39916732435843927,-0.5068909701213218,-0.24195114083376348,-0.17817356951717628,-0.1628426697579924,-0.6694313213736871,-0.2415352658008938,-0.5486139708559482,-0.32363729572373257,-0.2648226610368763,-0.39510261735708974,-0.3986728994533788,-0.3805750704572189,-0.17420884841705606,-0.363731564042491,-0.34629283768689556,-0.18566581420001801,-0.19750804132421743,-0.280343317639305,-0.1731408307205973,-0.7161287545737525,-0.35284179582448405,-0.539161063696063,-0.4937698169231336,-0.25292513764799524,-0.24753516809410833,-0.35903980181772255,-0.4347156024304893,-0.22456743450447567,-0.3901978761851322,-0.39576158814530976,-0.20365182773683732,-0.4933941530287007,-0.39395038412685907,-0.4776682208291626,-0.42177539219295557,-0.17016660847250525,-0.41933517428566497,-0.1505179779911667,-0.4037697767567365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c942,1,0.9005248824940016,0.592045927860587,-0.14513954526070633,-0.5590393497793736,-0.06511094547972826,-0.0737382750631827,-0.48755770755155525,-0.9706085001727717,-0.19661482971594665,-0.14713558789977765,-0.31830530980194177,-1.1303482928174438,-0.12441179487504511,-0.1765443093117418,-0.4623720581934762,-0.10544833167743285,-0.30029382717793723,-0.08703029961811812,-0.20127632642243587,-0.49145604653168906,-0.8933663013528439,-0.1903864933843608,-0.21292956088408785,-0.18726597567476178,-0.08473402463934712,-0.2908976351737217,-0.3200056649389965,-0.74443545643867,-0.09959839155764402,-0.1669227135546607,-1.2767545818483952,-0.1926466063174598,-1.0336723147317863,-0.13813678704811388,-0.3603730717317002,-0.1291012943319667,-0.18216522160296356,-0.3833084530675789,-1.2495895379205253,-0.2022449708289042,-0.1235597914462036,-0.29949252550400784,-0.6120231362854002,-0.31584959026820886,-0.5399174693633473,-0.17188930277141504,-0.4594811968662705,-0.31793592367286594,-1.0906956735076265,-0.07796760996907255,-0.3739022808319159,-0.503402475924192,-0.5573065836941129,-0.2622709908956212,-0.13644547166554655,-0.5992165341373769,-0.22876730895355468,-0.2273378055661122,-0.12892095281343835,-0.16667278693228454,-0.11155884832908156,-0.41617227608103,-1.1258872479861732,-0.6584762634451222,-0.14269358261107934,-0.16689342050829475,-0.1499956695249152,-0.09936975562681775,-0.1735050299703421,-0.12012270785458236,-0.42896098323714876,-0.29839443582770825,-1.2014984473318964,-1.242038998925377,-1.2199481127814373,-0.15334574747025326,-0.4461586359554403,-0.501291602468972,-0.17007045601439963,-0.15610641502332975,-0.23647153957748224,-0.13871066455411973,-0.3032717723588304,-1.1707869605540837,-0.05805912105510011,-0.1267623899794519,-0.19096350064749,-0.28160931710122816,-0.337342008674151,-0.14430219497175234,-0.32042578546675166,-1.343725150772709,-1.2396607960540393,-0.25351533857173164,-0.32565653800166466,-0.7698947535262861,-0.34540641908922926,-0.25198055790851115,-0.11866179750970755,-0.7696001909104767,-0.1109145580849868,-0.4103922605934548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c360,1,0.9766255554532757,0.6041186574301621,-0.420785114822706,-0.5336723690245947,-0.2601844082002194,-0.4409479854285397,-0.4369737034457356,-0.2766776993308758,-0.4992010952263106,-0.5762548405193681,-0.37236841349597394,-0.205591477121229,-0.4311692200000216,-0.3672728964560563,-0.3838796138580465,-0.44432871087909537,-0.33354008942278157,-0.40599889042940884,-0.35067535134933825,-0.36469193086666396,-0.2615579411114288,-0.41538523740003097,-0.3525526773838605,-0.3360551200562291,-0.4219098593910089,-0.2539943114496101,-0.3932808266928754,-0.23411319246693893,-0.43555488730598724,-0.3658169886051236,-0.11879675487647309,-0.4013913314279455,-0.22197987943472747,-0.5492746038922791,-0.4079473524163737,-0.5593383766161076,-0.5132866956984654,-0.5119353174803171,-0.20260181737306562,-0.6932859224986498,-0.1242802263579455,-0.35951731142466825,-0.27449871363939204,-0.3040582434399454,-0.36744775624514653,-0.5024395874206928,-0.26244108044895376,-0.29579298723349656,-0.23179541696649847,-0.442833200654891,-0.31911897067060907,-0.2740464494006485,-0.29140384491248233,-0.34820489039571845,-0.46697117540313704,-0.30458313600035003,-0.3986665126865543,-0.36590926596138357,-0.37148697424972565,-0.48901040240534166,-0.39517505090956373,-0.4141637658565862,-0.23123768518794294,-0.40353453739588097,-0.39768476170771755,-0.40630685887618717,-0.3809931252869585,-0.6100419464380661,-0.35434516890404066,-0.23267270629146417,-0.27785516552036604,-0.33712997852958837,-0.2346567618569339,-0.2239484901774576,-0.16985306381365078,-0.42211279813400937,-0.42256266034709566,-0.31043557545166917,-0.34857314504244746,-0.36424412913745396,-0.43124004954855477,-0.34246859057813017,-0.8290410778049693,-0.17609285593640084,-0.24445527430980785,-0.5348692902986458,-0.31859661710680903,-0.33633918715018707,-0.361316698842052,-0.35633579539910065,-0.3141368117829963,-0.12654552050271153,-0.17526303649246927,-0.3724921323807008,-0.39435594061432233,-0.289389721358542,-0.42629375000071834,-0.41050752037850696,-0.4432498426945661,-0.24868511545449618,-0.3993831947112582,-0.31935332613952316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c301,1,0.9747228671489717,0.591008504785048,-0.2143504879411888,-0.18482125297317767,-1.2830154499800694,-0.1997478226190461,-0.25104598798365413,-0.289384735243331,-0.533536656425655,-0.5967707803351806,-0.181261957927399,-0.23868270821921206,-0.1525859979254538,-0.18584320165736218,-0.19933367105725994,-0.20061013415001522,-0.29616559992955455,-0.27737081776957784,-0.168094190629987,-0.478697930807627,-0.27859291931196944,-0.09107226761756641,-0.2283766884545576,-0.14774156502534724,-0.8608090242627953,-0.7055506399843074,-0.3540713013125341,-0.28553331986402386,-0.13398006697858073,-0.2704310245756557,-0.27449621207883135,-0.14953167718066443,-0.22276236081075354,-0.7705938880012144,-0.32605629699901817,-0.7068422232415575,-0.2425793299509344,-0.506127451005047,-0.1230454408130393,-0.12540441538830416,-1.426150059986867,-0.15946704052035562,-0.5001508157533542,-0.3237687534320446,-0.27573219442138036,-0.5357991482692827,-0.611398630029514,-0.28137993177286197,-0.23000069432341091,-0.1937731270563612,-0.30460658340393,-0.6304257372088258,-0.43590898699939,-0.6740215792541078,-0.8545900210447693,-0.622302573351524,-0.05512374482869162,-0.3055482987267646,-0.2534489197725502,-0.4639895180182899,-0.3415286870641899,-0.4278210320343105,-0.19287052800646334,-0.39822380913089706,-0.3587908589545974,-0.20680802633131354,-0.06716455852483078,-0.6960449035866914,-0.41639298813533704,-1.2632580583242035,-0.4807371185826415,-0.2628190702881177,-0.13345347352572498,-0.12915613863388348,-0.2282786528682034,-0.17623667150189626,-0.23382448341845413,-0.39122097524468774,-0.1804235754925255,-0.1847094169389807,-0.14251762192205397,-0.1745840531648425,-0.14932477334482652,-0.18384245201000704,-1.2807775241865038,-0.5139259435094754,-0.4657494313654052,-0.36822156759450925,-0.44272956418284737,-0.7476208992049379,-0.21050910192143876,-0.24074364649921276,-0.22159798923341142,-0.09750383754981362,-0.6409343518958697,-0.3431525881233778,-0.5238813969945029,-0.5255137954299782,-0.13967973542872233,-0.4844642371995146,-0.20509295588713958,-0.5564973173159353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c784,1,0.9601007443205231,0.5972022585408989,-0.2274346035132193,-0.2560604801297767,-0.22360353808789182,-0.17234568041953333,-0.5264862023848409,-0.28830670406980763,-0.38372021133156925,-0.25976465224109374,-0.18271722383633213,-0.21771258477003066,-0.15316597057412215,-0.9584245727470658,-0.7223072678245016,-0.17535570767936295,-0.3954409616777417,-0.2993321388876843,-1.1776877801165107,-0.4498219521190664,-0.30473350462100074,-1.094729475222635,-0.2024173640620202,-1.2029401485650462,-0.36274295438574383,-0.3050866449589145,-0.46352458228717386,-0.49045895123759564,-0.20288258598095002,-0.13832617213654896,-0.22359836349131584,-1.0092833811515476,-0.2934197000744596,-0.17081723748168734,-0.3920989025064142,-0.18915003750338114,-0.5830142346581273,-0.23704284521427818,-0.30143084230008516,-0.359247700350921,-0.1586322583677297,-1.0357737838395356,-0.4680804982490184,-0.8440925398376754,-0.41117661050418014,-0.25160861627962383,-0.5283405411212223,-1.0432462228671333,-0.258390253482705,-0.131396856909007,-0.8073112591570955,-0.2774811727662744,-0.5029091129195944,-0.19243937362042382,-0.1764843498953271,-0.266815686413331,-1.0944864728943005,-0.19954311763902247,-0.1396679558314631,-0.47574476138806615,-0.2243329439618805,-0.27145455487790254,-0.3091931360555693,-0.22085713335464713,-0.12803778436061175,-0.11994577351220288,-1.2139885092943665,-0.1637636115459588,-0.18840869972026228,-0.21415335557229337,-0.46667407960018525,-1.0003758358388852,-0.20408704072638836,-0.2285227372587565,-0.21970241092285117,-0.1416787508861703,-0.4346051850228629,-0.48719018062890396,-1.1117505156302696,-1.0744428595401854,-0.9654846323539447,-1.2215450810008757,-0.17390661528368384,-0.33526004825061484,-0.14182963001210203,-0.2149745718868824,-0.3900172421219361,-0.2734949360959855,-0.43431654761135147,-0.3765978715695067,-1.0706356737851521,-0.22635097010382685,-0.25930799860883913,-1.0880596496439316,-0.31503043515994533,-0.2680157463419727,-0.34851888417703936,-0.37908799006605426,-0.21389118766045387,-0.23562157974768957,-0.20361117390510666,-0.4301654599021956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c197,1,0.9705295134502038,0.6047950249786052,-0.15614947068491133,-0.3855088714715821,-0.479957338967133,-0.10285189149654288,-0.44138453615905615,-0.5584920296796839,-0.37997993165663535,-0.36077885994198666,-0.196146890212342,-0.5704592136504885,-0.09901043059861753,-0.3952487966309884,-0.4607026180374191,-0.11995204135675475,-0.29313669557095623,-0.1722191496809601,-0.47028981968576244,-0.4830758305536214,-0.5182010531846021,-0.425303587081116,-0.1650821031118433,-0.4599009934734369,-0.42267652828472013,-0.39214618494282827,-0.3659113679765934,-0.5055035194202027,-0.0984513691790087,-0.14090690170330594,-0.6308039449628532,-0.4164022785137163,-0.5485517110269301,-0.3854647581072131,-0.35451094010706924,-0.3655591005682463,-0.3339753000277055,-0.41242464408797447,-0.6108175776188411,-0.2744573043314513,-0.501503359319373,-0.4674559613112427,-0.5288528690326462,-0.45694003617398227,-0.4154580259974695,-0.32455109802512816,-0.5156569794627468,-0.5071070000816428,-0.5696736313000168,-0.08939202122108604,-0.4691665406460098,-0.4614427026233758,-0.4951077599292929,-0.35592196001070203,-0.3941258721000439,-0.5090801091358044,-0.42554600031141776,-0.20436348894051926,-0.11842962052057426,-0.3677687684581672,-0.17966218247522175,-0.38092743526622386,-0.588848987198593,-0.4651194349170442,-0.16941885142677127,-0.12259702782896509,-0.42824253296719006,-0.3538187260762232,-0.21430102252305558,-0.4880371465379703,-0.433998617579269,-0.48821931969340576,-0.5676837597093491,-0.5901348349617231,-0.5994321950804706,-0.11574452341062641,-0.3789893159093791,-0.45077924716671564,-0.43641514666090314,-0.42332804182806855,-0.42831842733926495,-0.45567752674218803,-0.3087796712061157,-0.6005005145519817,-0.44401401768888904,-0.2918627543788357,-0.3003639691065311,-0.2709654357977611,-0.38910121261894387,-0.3934907713288703,-0.4960399882222364,-0.6527165991747078,-0.6215178564648257,-0.44380264462186186,-0.4287801582087373,-0.48008892390332947,-0.4139427513000395,-0.37583353476396286,-0.11595565033313814,-0.510558771583351,-0.1212131329935595,-0.4539038065313284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c796,1,0.959998363120283,0.594731100743454,-0.30169657642339065,-0.2509731311937365,-0.3342786593183834,-0.2665273102737466,-0.4641519315767205,-0.3106389429599197,-0.37126815684535364,-0.26895526570351946,-0.2727029303535378,-0.27178608950238886,-0.25390645410696666,-0.8005042916561884,-0.613761239181501,-0.2653128989292174,-0.4250806283436983,-0.35879350979922947,-0.9495637455932601,-0.4305267991234408,-0.33372202145053487,-0.8785890620266127,-0.2997325079562734,-0.9726944989075941,-0.3837502293592338,-0.38126438947767255,-0.4491391146639782,-0.4779262846182739,-0.2879505106962686,-0.25685803992177536,-0.2880922377378483,-0.8233417370706854,-0.32645051210378917,-0.21459861327394295,-0.39392653030417496,-0.22624515487564517,-0.5057648732752402,-0.2537261146967879,-0.3199826397914756,-0.3039399969622777,-0.3229578893187399,-0.8448315674174698,-0.4585326344382651,-0.7289173854533461,-0.404171175178322,-0.284953889361486,-0.5137011650613574,-0.8647911836164941,-0.29477015234335413,-0.23807671461273694,-0.69518227181585,-0.3393666197473403,-0.4823315976359226,-0.2805091130147512,-0.2425205695661039,-0.31533670192691754,-0.879707567794728,-0.29135972628381596,-0.259586961017237,-0.4389753349914493,-0.3089498700938925,-0.3048613449913352,-0.3272040810473657,-0.2533596279439041,-0.24043689730976966,-0.2328599870060191,-0.9711368051469467,-0.1963299685387756,-0.28964713370054573,-0.3307680061041463,-0.4736894477256801,-0.8257708475993233,-0.2500558878865719,-0.2667605073179241,-0.27621829061914854,-0.24538631712584558,-0.4118652881117646,-0.47283516838217565,-0.9096550338024099,-0.8811382772722928,-0.7816959271128802,-0.986272234704504,-0.12997495046900367,-0.35593293506502555,-0.2839941094579287,-0.2548020077577095,-0.43152805396412725,-0.34349051057742536,-0.4357938753634637,-0.4090610786901122,-0.8782896700061646,-0.2828483485923289,-0.29917301060196383,-0.8802743895354872,-0.34349722979990993,-0.3098711041378522,-0.3568488871799736,-0.389976537286989,-0.2909029716006276,-0.29888178811051436,-0.2963605828660875,-0.43717346461996814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c80,1,0.9485390890072652,0.5974546883226237,-0.40648854081535524,-0.4180382749795988,-0.26600494496320687,-0.4032474336017107,-0.41112264178026514,-0.4785168337992898,-0.3399077048209362,-0.3159087953574933,-0.4362993694777721,-0.5136080495380337,-0.4180722721561376,-0.3974793198841524,-0.42160873902176443,-0.40570521283303795,-0.4173968473601123,-0.3946549089996536,-0.39820241519656846,-0.3930367669960403,-0.4781220485407628,-0.40175357587009064,-0.4238902224199491,-0.402933370147923,-0.2958903759325773,-0.3702144235420832,-0.3952621249165746,-0.46464773257258574,-0.4162881046159385,-0.41444284370247825,-0.5349065679146461,-0.39600616007042977,-0.5042621025938795,-0.29495673903696285,-0.40151482821524864,-0.3025076249451094,-0.37378369052897975,-0.359439505296616,-0.5378299126503092,-0.3670600540444958,-0.2744278755111868,-0.4109062448244712,-0.4147964249178752,-0.4025781609893973,-0.4298278280877245,-0.34216423026205767,-0.38720028955376773,-0.4049631649988854,-0.5059828313982173,-0.40476342679813077,-0.40800656549075087,-0.3937369474084985,-0.4158883227287175,-0.3573935890900169,-0.29903546496722794,-0.397227263088027,-0.41148446932471544,-0.41094197306962904,-0.41299475110115635,-0.3466274780862115,-0.39126830093797554,-0.3922321132292146,-0.5142612182162389,-0.41741777112631484,-0.3923378355040912,-0.415661736331832,-0.40336341842325474,-0.29199289073684953,-0.39171777752672865,-0.27683811675202036,-0.40518232848819663,-0.399576199516887,-0.530475116169672,-0.5365943653928933,-0.5285959681304628,-0.4175272220867127,-0.41753975885452255,-0.4172385990392926,-0.398022909854681,-0.3942931559196401,-0.3962113728044455,-0.39231536343107065,-0.34940802643246444,-0.5262269922798987,-0.26928890129617444,-0.33649905639160255,-0.3847836038841565,-0.408438946351178,-0.38930080295013647,-0.3290741178310907,-0.4111313811502181,-0.5442614717883684,-0.5284383623064182,-0.4118683692936332,-0.35463441803930346,-0.4538029545922155,-0.3673160742634429,-0.3621732215889685,-0.4144433134271762,-0.44247376350708395,-0.41195977851751203,-0.3853128428361925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c33,1,0.9643310717703046,0.5955086423344078,-0.43373804497868934,-0.41610757689761446,-0.5633138606334398,-0.458317929592587,-0.3544518279326169,-0.26958063310417096,-0.48932639034914494,-0.5576005857502015,-0.39337742628635886,-0.22180511206032827,-0.4432981844047864,-0.28760128059299217,-0.29681938694894533,-0.45580362202214053,-0.3662912127786122,-0.43580506899990906,-0.24038456997761098,-0.375890320145171,-0.2696801228624731,-0.2690750881165007,-0.4037282449360547,-0.22911465396606576,-0.5316265813542597,-0.4189793709792675,-0.38700920152370144,-0.24965532365509877,-0.4371416593688311,-0.43286910529278694,-0.1723547437973427,-0.28521874119069446,-0.2269911625283113,-0.590811993059573,-0.39377341469855853,-0.582716219604585,-0.41519038404748676,-0.48803185625880785,-0.17192892990597858,-0.5013785874631264,-0.5339532506701933,-0.2525618545101532,-0.3239390093362914,-0.2854841787015247,-0.34233240223166195,-0.515271010032638,-0.34886782700367425,-0.2437506568100547,-0.22998429766914974,-0.46352624904842005,-0.2864753012899577,-0.39050628590741254,-0.3211988291529599,-0.4727156011234125,-0.571846845451005,-0.3911875865951403,-0.2500828799972838,-0.42129527037553793,-0.43690326393312323,-0.46225988591279527,-0.45108322703792336,-0.42524723928376895,-0.2116579896298832,-0.39173732191709654,-0.46542188222384223,-0.4405363162886467,-0.23653423949642433,-0.6088146501050758,-0.44404169022761825,-0.54198635745141,-0.3467356955165861,-0.26652301221691693,-0.20868417442707082,-0.19514141189194467,-0.19344983792152468,-0.441102962941659,-0.3658662027379364,-0.3319138791773065,-0.2567896895489578,-0.2714380998584906,-0.297462542870662,-0.23919899485451757,-0.5760725214704415,-0.17632548402757248,-0.5689741284553589,-0.5359559375970464,-0.40373720382210604,-0.40139374460898386,-0.39121599754503106,-0.4749397302456993,-0.23412030645037113,-0.1609960556752235,-0.1855991406035002,-0.24442165329793789,-0.4586783894004357,-0.31336506743605536,-0.4439345557670885,-0.44509641623125507,-0.436791038390358,-0.327106584738705,-0.43245713651998663,-0.38487525921400945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c167,1,0.9385052525194779,0.5877812306710286,-0.16939782577204243,-0.3219646864265801,-0.5850451468304566,-0.12059350860153008,-0.42539023007222154,-0.45724548722097896,-0.4117599892790722,-0.3873914945158058,-0.17890654701441794,-0.43929464135472446,-0.10469281161992394,-0.4703116448929747,-0.46733386403788113,-0.13258440462919446,-0.3078777790151803,-0.2066113886303604,-0.560904842334431,-0.47964256906651637,-0.43179743999810516,-0.5005164642807366,-0.17143292224905216,-0.5550399426630798,-0.4974838787301366,-0.4320930362835082,-0.3820388327807006,-0.4626647960029854,-0.11108018854960602,-0.1507586649282542,-0.4852921200394725,-0.4882723261163284,-0.43775408725395437,-0.41851837192352287,-0.3547122820950125,-0.3970333868141057,-0.366578435450167,-0.3976958099679989,-0.4604839799878494,-0.2621437007872537,-0.6109977735755635,-0.52818895686608,-0.5158075792495013,-0.5126367328113068,-0.3879664520873726,-0.3486719331502717,-0.540954156936945,-0.5781473845953448,-0.44598425659134755,-0.10224762358591898,-0.509627897652452,-0.45759972221440504,-0.4887823213156213,-0.3809191401748995,-0.4399735992430099,-0.48556113388752675,-0.4934213752677427,-0.2117833501165853,-0.13314250715026052,-0.4090940349978441,-0.20824493010445505,-0.3670188115704546,-0.4617113101764503,-0.4057820556259039,-0.1851380460097769,-0.12349539759398837,-0.5218404047254381,-0.3830663467515785,-0.237337635283682,-0.5841136622800578,-0.4496378300505781,-0.5541555440862254,-0.4147640660657807,-0.4333894918584722,-0.4559506283286,-0.11775797399573865,-0.3618973437222419,-0.4481149210464292,-0.5273923791619525,-0.5122795698013796,-0.48624354904029604,-0.5615156285155654,-0.25374212732740775,-0.47202638526483465,-0.5440254767121435,-0.3161393263509594,-0.3442205401278121,-0.2822430140554252,-0.40782341372419034,-0.4580148017983493,-0.5631791741685527,-0.49375377432364487,-0.4774074548397422,-0.5117729768514474,-0.44836940117968177,-0.41242144399083813,-0.42343422910292916,-0.40480823741279004,-0.1260985014420216,-0.45224026826864516,-0.1392990010730592,-0.47066324003691146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
