Overlap,Mean_CUE1,Mean_CUE2,Mean_CUE3,Mean_Survivors1,Mean_Survivors2,Mean_Survivors3,Mean_Competition1,Mean_Competition2,Mean_Competition3,Mean_Facilitation1,Mean_Facilitation2,Mean_Facilitation3,Mean_Similarity_3vs1,Mean_Similarity_3vs2,Comm1_Dominance_Rate
0.25,0.44116633219896534,0.4399445923531372,0.4399708621973158,11.35,12.45,18.05,0.7515919973086314,0.7522727082977634,0.4651960468238574,0.0500468165473655,0.05002918154157589,0.08805454279443267,0.49604137880321736,0.4783388712566524,0.7
0.5,0.4431427537024108,0.4382835454553735,0.44063091251759917,11.95,12.75,16.4,0.7517159651256973,0.7517390414353466,0.5634848051460614,0.04998944119837391,0.05000418283538113,0.07499065887812192,0.4724141682018515,0.4233486373108944,0.6
0.75,0.4418019252496238,0.4401479499302021,0.44179142933606075,11.9,11.5,14.7,0.7519230263689434,0.7526838712628638,0.6544144069509968,0.05005667671015231,0.05008494331295356,0.06307885950025094,0.45361205826023665,0.430256355664867,0.7
