Seed,DilutionRate,Community,Species_ID,Origin,CUE,C_final,Species_Index
0,0.01,Comm1,1,Comm1,0.3740440026865951,4.922461118154602e-18,75
0,0.01,Comm1,2,Comm1,0.3999197807836997,-3.067146675584084e-16,155
0,0.01,Comm1,3,Comm1,0.38441723968560976,-1.5352868890515863e-18,741
0,0.01,Comm1,4,Comm1,0.40823288889069886,-1.1399078580717575e-15,166
0,0.01,Comm1,5,Comm1,0.38759882331859724,7.0533723304846e-18,660
0,0.01,Comm1,6,Comm1,0.3984000054718831,-1.3645701202949407e-16,4
0,0.01,Comm1,7,Comm1,0.40641414138995957,1.0755719344146869e-13,456
0,0.01,Comm1,8,Comm1,0.343997761175348,9.279685853628934e-21,641
0,0.01,Comm1,9,Comm1,0.4470641593827342,14.627644355976235,30
0,0.01,Comm1,10,Comm1,0.41781228227461964,-1.526944717335464e-11,688
0,0.01,Comm1,11,Comm1,0.39642247815490206,5.728378408131484e-16,122
0,0.01,Comm1,12,Comm1,0.3938457729503766,-2.332772881092514e-16,381
0,0.01,Comm1,13,Comm1,0.3915242579640057,-5.3912858620273304e-17,346
0,0.01,Comm1,14,Comm1,0.36453528695610765,1.0716028391362197e-18,792
0,0.01,Comm1,15,Comm1,0.38730682423754426,-3.349931218611131e-17,60
0,0.01,Comm1,16,Comm1,0.3915402467231847,-1.9828545169003657e-16,541
0,0.01,Comm1,17,Comm1,0.4377684774180236,27.014478459510496,719
0,0.01,Comm1,18,Comm1,0.45693806435843504,44.33719251667854,570
0,0.01,Comm1,19,Comm1,0.4176265514751949,-2.466092761932592e-14,142
0,0.01,Comm1,20,Comm1,0.4239878449878933,-1.9164227329101056e-11,115
0,0.01,Comm1,21,Comm1,0.4174416823060024,8.548517375153983e-13,601
0,0.01,Comm1,22,Comm1,0.3906178227131242,-2.5050816929406946e-16,671
0,0.01,Comm1,23,Comm1,0.3731354425867292,-2.763726123540993e-19,450
0,0.01,Comm1,24,Comm1,0.38547181090558214,1.4848657132202914e-17,501
0,0.01,Comm1,25,Comm1,0.3735479604445143,7.487879527129963e-18,915
0,0.01,Comm1,26,Comm1,0.4111481549979695,-5.388739819436973e-15,104
0,0.01,Comm1,27,Comm1,0.40252266531161185,3.5969884034534215e-14,107
0,0.01,Comm1,28,Comm1,0.3736888255489954,-4.056192496417923e-19,922
0,0.01,Comm1,29,Comm1,0.4190777436293427,6.505390521370204e-13,459
0,0.01,Comm1,30,Comm1,0.3904280978287404,1.3143963774909618e-16,319
0,0.01,Comm1,31,Comm1,0.3875255977778605,-3.8773932052064545e-17,637
0,0.01,Comm1,32,Comm1,0.40200194192900424,1.626071139991e-16,521
0,0.01,Comm1,33,Comm1,0.4232303074794007,2.873003840567374,44
0,0.01,Comm1,34,Comm1,0.40642125539128865,-3.269197123588803e-15,315
0,0.01,Comm1,35,Comm1,0.4072952815067831,3.734326309908349e-13,397
0,0.01,Comm1,36,Comm1,0.352881400131155,-2.625438942793413e-19,412
0,0.01,Comm1,37,Comm1,0.37830507906136523,1.0205944042554116e-17,526
0,0.01,Comm1,38,Comm1,0.39750096668275714,3.021991636705937e-14,861
0,0.01,Comm1,39,Comm1,0.4223362267951224,0.5222419274210282,17
0,0.01,Comm1,40,Comm1,0.37999626762517,8.394316069811272e-18,773
0,0.01,Comm1,41,Comm1,0.332769440077554,3.2612601221441933e-21,666
0,0.01,Comm1,42,Comm1,0.3997723913407209,-1.4253329141084444e-16,977
0,0.01,Comm1,43,Comm1,0.43402361944027174,-5.368292220496102e-11,929
0,0.01,Comm1,44,Comm1,0.43137128610104697,-1.624269361726496e-08,874
0,0.01,Comm1,45,Comm1,0.38845235315246074,-2.0275171785579646e-16,101
0,0.01,Comm1,46,Comm1,0.4171520920860027,4.887696264869735e-13,617
0,0.01,Comm1,47,Comm1,0.39194002962648306,2.8362825686713117e-16,850
0,0.01,Comm1,48,Comm1,0.397023434234879,1.1424545214153007e-15,301
0,0.01,Comm1,49,Comm1,0.39676484836314174,-1.8319660337169497e-16,209
0,0.01,Comm1,50,Comm1,0.387038154051915,-9.742594657639206e-17,635
0,0.01,Comm1,51,Comm1,0.37831024140519126,1.0705715710756102e-17,402
0,0.01,Comm1,52,Comm1,0.3869097446615687,-1.4918269029931552e-16,403
0,0.01,Comm1,53,Comm1,0.410131400106695,2.506212879188586e-13,112
0,0.01,Comm1,54,Comm1,0.4007262859847606,1.7641018378664437e-16,509
0,0.01,Comm1,55,Comm1,0.38837510173990714,1.087281058865891e-17,593
0,0.01,Comm1,56,Comm1,0.4182596334487147,4.3896756831658665e-13,307
0,0.01,Comm1,57,Comm1,0.42184894840922654,-5.7967803133549915e-09,212
0,0.01,Comm1,58,Comm1,0.40278808562968305,2.3479483992688404e-15,382
0,0.01,Comm1,59,Comm1,0.4223937811806987,9.378537456523333e-13,293
0,0.01,Comm1,60,Comm1,0.4190378246232327,5.038696625978632e-13,200
