Seed,DilutionRate,Community,Species_ID,Origin,CUE,C_final,Species_Index
50,0.01,Comm3,117,Comm2,0.18058155051124794,1.4125368418488274e-10,900
50,0.01,Comm3,118,Comm2,0.17582478328818082,2.1393234228691876e-10,842
50,0.01,Comm3,119,Comm2,0.18078793240527619,1.0183869230371146e-09,794
50,0.01,Comm3,120,Comm2,0.16342870999632758,2.1998424223816825e-14,909
50,0.01,Comm3,121,Comm2,0.047273037097489284,1.6329082179018993e-22,255
50,0.01,Comm3,122,Comm2,0.19231585546348498,1.7568952601920974e-07,610
50,0.01,Comm3,123,Comm2,0.22686576715559315,0.006450721256901006,966
50,0.01,Comm3,124,Comm2,0.19613171830758067,2.76044977461979e-06,87
50,0.01,Comm3,125,Comm2,0.20662388997214476,5.040305311506327e-05,807
50,0.01,Comm3,126,Comm2,0.035825346339751166,2.7009012825682084e-23,318
50,0.01,Comm3,127,Comm2,0.11453091037152893,1.816993515684717e-15,179
50,0.01,Comm3,128,Comm2,0.09734397980345565,9.048322204875205e-19,473
50,0.01,Comm3,129,Comm2,0.14302801751055724,3.1379569808437754e-14,530
50,0.01,Comm3,130,Comm2,0.17397661848602497,7.321219201801456e-10,211
50,0.01,Comm3,131,Comm2,0.13543408895872613,4.066544922092211e-16,536
50,0.01,Comm3,132,Comm2,0.1543017657267469,1.0108747267389388e-14,676
50,0.01,Comm3,133,Comm2,0.2055528288777723,4.156304618763202e-06,302
50,0.01,Comm3,134,Comm2,0.18082915455646245,2.98753103916318e-09,202
50,0.01,Comm3,135,Comm2,0.13592837389563675,3.610199914896825e-16,870
50,0.01,Comm3,136,Comm2,0.16655705870820287,4.084859569176778e-11,23
50,0.01,Comm3,137,Comm2,0.1330579368381576,1.8230479318255334e-16,327
50,0.01,Comm3,138,Comm2,0.17398182121497996,8.555622885907332e-10,792
50,0.01,Comm3,139,Comm2,0.07671805783930441,5.7562133656771755e-21,190
50,0.01,Comm3,140,Comm2,0.11118893593846337,2.1855553784391662e-16,963
50,0.01,Comm3,141,Comm2,0.15821421448472342,1.5435822899102234e-11,857
50,0.01,Comm3,142,Comm2,0.11546808879878333,9.179856071246402e-16,947
50,0.01,Comm3,143,Comm2,0.24469474820710116,0.24623348992432717,18
50,0.01,Comm3,144,Comm2,0.17904554430745817,2.6807486889615256e-09,479
50,0.01,Comm3,145,Comm2,0.20409421047864026,1.2521292688032001e-05,373
50,0.01,Comm3,146,Comm2,0.2033294279810352,1.8518337042446342e-06,915
50,0.01,Comm3,147,Comm2,0.17497035584357565,4.904968671620605e-09,981
50,0.01,Comm3,148,Comm2,0.2565641505380307,2.183324847421119,786
50,0.01,Comm3,149,Comm2,0.16556731810596548,1.0367303848533772e-11,152
50,0.01,Comm3,150,Comm2,0.13656042567899,1.539667162048748e-14,356
50,0.01,Comm3,151,Comm2,0.11998024296151587,7.38380677065312e-17,116
